sasija;Znamka vozila;Leto izdelave;Število lastnikov;Barva;Vrsta goriva;Oznaka motorja;Moč;Prostornina;EURO oznaka;Prva registracija;Prve registracija (SI);Status/starost
VF1B57A0510781021;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-01-01;None UVOŽEN;20 let
WAUZZZ4AZTN023209;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-05-01;None UVOŽEN;35 let
WVWZZZ6KZXR528489;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-11-01;None UVOŽEN;53 let
JKAZX900EEA006448;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WDB2100041A061297;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
EX500A072905;KAWASAKI None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;None UVOŽEN;32 let
VF1CB0AF18789801;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;35 let
WVWZZZ1JZYW461843;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-12-01;None UVOŽEN;26 let
VF3233J5215526585;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;1 let
ZFA18800002041724;FIAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-02-01;None UVOŽEN;25 let
WVWZZZ3AZRB150701;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;None UVOŽEN;1 let
WMAF02G864M126752;M.A.N. None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-12-01;None UVOŽEN;1 let
863428;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZAPM0800000004313;PIAGGIO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-06-01;None UVOŽEN;57 let
WDB2011221A124484;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1987-07-01;None UVOŽEN;32 let
VF3233J4215556520;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;1 let
ZFA23000005251696;FIAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-03-01;None UVOŽEN;38 let
WVWZZZ6KZXR578050;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-05-01;None UVOŽEN;19 let
SUF126A0019081720;ZASTAVA None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1987-10-01;None UVOŽEN;48 let
VX1145A0000326953;ZASTAVA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1987-02-01;None UVOŽEN;34 let
466373;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1B57A0510829186;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-11-01;None UVOŽEN;44 let
VF1B57B0514184143;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;None UVOŽEN;29 let
VY14153TDJ0002579;IMV None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-07-01;None UVOŽEN;49 let
WVWZZZ1JZ1W162098;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-07-01;None UVOŽEN;33 let
00000000107106009;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1980-03-01;None UVOŽEN;25 let
KMHVA21LPXU417156;HYUNDAI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;45 let
WAUZZZ4BZYN075975;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-01-01;None UVOŽEN;1 let
KMHJW31MPVU067515;HYUNDAI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-10-01;None UVOŽEN;42 let
JH2SC44A21N104470;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1HZRW418648;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;None UVOŽEN;32 let
VSR1T3004327;VESPA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1989-05-01;None UVOŽEN;24 let
ZAPM0700003001551;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZFA14600000865146;FIAT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1988-04-01;None UVOŽEN;25 let
WAUZZZ4BZWN062443;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;49 let
WAUZZZ4DZRN001374;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-12-01;None UVOŽEN;5 let
WVWZZZ1JZ1W732114;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZCFC5980105148081;IVECO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-10-01;None UVOŽEN;35 let
ZY15206DK10A01454;ADRIA UNICA A 502 DK;None;1;None;None;None;/ kW;/ ccm;ni podatka;2001-05-01;2001-05-24 UVOŽEN;Fizična oseba 53 let
WBACA91000KA93765;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-02-01;None UVOŽEN;39 let
VF1T3X30511866211;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-11-01;None UVOŽEN;39 let
WDB1680331J120693;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-10-01;None UVOŽEN;37 let
WAUZZZ4BZWN166615;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-07-01;None UVOŽEN;1 let
VF111280000452537;IMV None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1989-12-01;None UVOŽEN;63 let
JYADJ021000001341;YAMAHA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;None UVOŽEN;26 let
00000000000001661;ALUVAN GB 80 L 5083;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-03-01;1993-03-01;Fizična oseba 65 let
WAUZZZ8DZWA059867;AUDI None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-03-01;None UVOŽEN;29 let
JKAZX750PPA004338;KAWASAKI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-05-01;None UVOŽEN;29 let
WAUZZZ4DZWN017905;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
KMYVL125FKY000836;DAELIM None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-06-01;None UVOŽEN;46 let
VGAS1B0KB00006069;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1BB0A0F20624949;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;27 let
WVWZZZ3AZTE065053;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-01-01;None UVOŽEN;36 let
WVWZZZ1JZXW472106;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-02-01;None UVOŽEN;1 let
456856;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZD04LW400X0096072;YAMAHA-I None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;39 let
WDB1242301B175988;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1JZ1W352299;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-10-01;None UVOŽEN;31 let
VF3232J5215279484;PEUGEOT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-08-01;None UVOŽEN;36 let
WVWZZZ1HZSW034647;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-09-01;None UVOŽEN;54 let
ZAR90700005789898;ALFA ROMEO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;26 let
VF1BA0F0D15026670;RENAULT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-12-01;None UVOŽEN;26 let
WAUZZZ4BZXN012749;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-10-01;None UVOŽEN;1 let
VF8JEA0518021558;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-07-01;None UVOŽEN;1 let
ZY200PA20S1010204;TPV None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-03-01;None UVOŽEN;38 let
JH2SC33A2VM104132;HONDA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-03-01;None UVOŽEN;1 let
ZFA18200004701696;FIAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;54 let
VF1B2980500931014;RENAULT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-08-01;None UVOŽEN;24 let
WVWZZZ1GZKW429720;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1989-04-01;None UVOŽEN;42 let
TMBZZZ1U3W2108421;ŠKODA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;31 let
VF1JA0F0516995544;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-11-01;None UVOŽEN;45 let
VF1B5600514958642;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-09-01;None UVOŽEN;1 let
VF1B560K514734599;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-06-01;None UVOŽEN;35 let
WAUZZZ8LZYA010561;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-12-01;None UVOŽEN;2 let
WVWZZZ1GZMW797202;VOLKSWAGEN GOLF / GTI;None;3;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;1994-05-13 UVOŽEN;Fizična oseba 37 let
WVWZZZ19ZGW416089;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1986-04-01;None UVOŽEN;57 let
WAUZZZ4AZTN091867;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-06-01;None UVOŽEN;1 let
WVWZZZ1GZMW392423;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1991-02-01;None UVOŽEN;50 let
WVWZZZ3BZ1E163489;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF3233J4215906304;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-09-01;None UVOŽEN;1 let
WVWZZZ19ZJW014296;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1987-10-01;None UVOŽEN;27 let
WDB1241251B656449;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1C0660515816441;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-02-01;None UVOŽEN;43 let
JH2SC45A1YM001419;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZD4PX0000XS101761;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZAR93000002019116;ALFA ROMEO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-03-01;None UVOŽEN;26 let
VF1KC0CBF18618097;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;1 let
ZFA18200004403853;FIAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-04-01;None UVOŽEN;1 let
VF1DA0F0G18372920;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;46 let
WBADM31020GR07357;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-05-01;None UVOŽEN;39 let
JH2SC35A1YM302640;HONDA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;None UVOŽEN;38 let
VGAS1BOKB00006967;PEUGEOT SPEEDFIGHT;None;2;None;None;None;/ kW;/ ccm;ni podatka;2003-05-01;2003-05-22 UVOŽEN;49 let
WBAHD61090BK32848;BMW None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;None UVOŽEN;39 let
ZFA17600002169615;FIAT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-10-01;None UVOŽEN;35 let
VX100D0000929831;ZASTAVA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1985-06-01;None UVOŽEN;23 let
KPTE0B1DSYP172800;DAEWOO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;None UVOŽEN;2 let
WAUZZZ4AZSN097389;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-05-01;None UVOŽEN;1 let
WAUZZZ4AZNN139015;AUDI None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1992-07-01;None UVOŽEN;29 let
VF1B56C0C11406715;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-09-01;None UVOŽEN;28 let
VF7U6UA0012049939;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-04-01;None UVOŽEN;1 let
JF1GF4LJ4TG040480;SUBARU None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-08-01;None UVOŽEN;30 let
VF1B560K514893994;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-10-01;None UVOŽEN;43 let
JF1BG7LJ4RG005593;SUBARU None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-06-01;None UVOŽEN;60 let
WAUZZZ4AZRN073997;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;None UVOŽEN;1 let
WBAFA51000LM25667;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
KMJWWH7SPXU097920;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ31ZME006691;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1990-08-01;None UVOŽEN;35 let
WAUZZZ8CZPA228791;AUDI None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-11-01;None UVOŽEN;40 let
1C4GYN2B5VU109055;CHRYSLER-USA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-11-01;None UVOŽEN;35 let
ZAPM0800003021194;PIAGGIO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-07-01;None UVOŽEN;30 let
456941;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1JZYW497206;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-03-01;None UVOŽEN;39 let
WBAGB81010DC03350;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ6NZWY074843;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;42 let
VF7280C50UB751218;CITROEN None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1990-04-01;None UVOŽEN;1 let
WBACB110X0FC08802;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1B53A0511465113;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;None UVOŽEN;50 let
WVWZZZ1GZMW187749;UNIS None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1991-01-01;None UVOŽEN;42 let
WVWZZZ1GZMW311880;UNIS None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1991-04-01;None UVOŽEN;68 let
VF1B57B0511738687;RENAULT CLIO / 1.4 RT;None;14;None;None;None;/ kW;/ ccm;ni podatka;1994-09-01;1994-09-20 UVOŽEN;Fizična oseba 53 let
8P024373;CAGIVA None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1995-05-01;None UVOŽEN;18 let
VF1B57B0510274821;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;None UVOŽEN;48 let
WVWZZZ6NZXY164156;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;None UVOŽEN;29 let
VF7ZAZJ0037ZJ3363;CITROEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1992-07-01;None UVOŽEN;28 let
ZAPC13000*00020393;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1B57B0511235350;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;None UVOŽEN;66 let
WAUZZZ8DZSA126655;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-06-01;None UVOŽEN;55 let
ZFA17600002064877;FIAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-09-01;None UVOŽEN;51 let
WVWZZZ1AZNW228758;VOLKSWAGEN None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1994-11-01;None UVOŽEN;28 let
WVWZZZ1JZWW158400;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;None UVOŽEN;1 let
WVWZZZ3BZYE463125;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
JHMEG21700S300340;HONDA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-05-01;None UVOŽEN;28 let
VSSZZZ6KZZR689635;SEAT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-07-01;None UVOŽEN;42 let
VF1B57B0510829974;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-01-01;None UVOŽEN;40 let
JHMED73700S207961;HONDA None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1990-11-01;None UVOŽEN;22 let
WAUZZZ4BZYN036550;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
3GM020253;YAMAHA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1991-03-01;None UVOŽEN;39 let
WVWZZZ19ZGW163251;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1985-12-01;None UVOŽEN;35 let
WVWZZZ3BZYE382541;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-05-01;None UVOŽEN;1 let
VF7VDVG0044VG5387;CIMOS None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1986-03-01;None UVOŽEN;31 let
VF111280006229388;RENAULT None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1991-11-01;None UVOŽEN;35 let
WVWZZZ17ZBW021351;UNIS None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1981-04-01;None UVOŽEN;44 let
WMAL335573G138221;M.A.N. None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;None UVOŽEN;2 let
WDB1241331B348501;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1BA0F0G16637292;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-12-01;None UVOŽEN;59 let
WVWZZZ19ZJW702509;UNIS None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1988-09-01;None UVOŽEN;31 let
WVWZZZ1HZPB036480;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;32 let
ZAR16700001001720;ALFA ROMEO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;None UVOŽEN;32 let
WDB2100611A964351;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZLA83500000121278;LANCIA None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;42 let
WV2ZZZ9KZWR540002;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;1 let
VF7232V4215415757;CITROEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-11-01;None UVOŽEN;39 let
WF0BXXGAFBMD55198;FORD-D None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1991-04-01;None UVOŽEN;36 let
VF38BRHZE81154768;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-08-01;None UVOŽEN;1 let
VF1B57B0510550268;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;41 let
WVWZZZ3BZYP305283;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZFA17600000143550;FIAT None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1995-01-01;None UVOŽEN;23 let
VF7X11A00081A5732;CITROEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-12-01;None UVOŽEN;36 let
VF3233J4215539814;PEUGEOT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;1 let
ZCFC3570105260219;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ6NZXY420924;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;None UVOŽEN;50 let
VF1CB0FBF23891159;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2001-01-01;None UVOŽEN;40 let
WAUZZZ4AZMA075683;AUDI None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1991-08-01;None UVOŽEN;53 let
VF1B56S0513500047;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-07-01;None UVOŽEN;47 let
VF1L53A0509511183;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;31 let
WAUZZZ8DZXA298290;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;1 let
VF1JA0F0518655073;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;None UVOŽEN;29 let
WVWZZZ3BZYE019502;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-08-01;None UVOŽEN;1 let
TMBZZZ1U1V2030316;ŠKODA None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-01-01;None UVOŽEN;33 let
VF111280000405123;IMV None;None;4;None;None;None;/ kW;/ ccm;ni podatka;1989-01-01;None UVOŽEN;22 let
VF111280000401237;RENAULT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1988-09-01;None UVOŽEN;56 let
W0L000085M1058946;OPEL None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-05-01;None UVOŽEN;43 let
VF1B57J0516710370;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-07-01;None UVOŽEN;45 let
VF1B5720510519115;RENAULT None;None;8;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;23 let
WVWZZZ14ZFW020360;UNIS None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1986-05-01;None UVOŽEN;24 let
WBAHD51080BG08260;BMW None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;None UVOŽEN;33 let
WAUZZZ8DZTA228409;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-10-01;None UVOŽEN;1 let
VF1B57B0510650032;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-08-01;None UVOŽEN;31 let
VF1L53Y0509891600;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-04-01;None UVOŽEN;32 let
ZAR16400006187210;ALFA ROMEO None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1990-11-01;None UVOŽEN;43 let
WAUZZZ4AZTN032528;AUDI None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-11-01;None UVOŽEN;60 let
VF1CB0S0F20086374;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;None UVOŽEN;51 let
KLATF69YEWB214380;DAEWOO None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;None UVOŽEN;48 let
VF1C066MG20143189;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;None UVOŽEN;41 let
WAUZZZ4BZXN133812;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-07-01;None UVOŽEN;46 let
SAXXWHWJNBD178619;ROVER None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-04-01;None UVOŽEN;43 let
WVWZZZ1HZSB057569;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-01-01;None UVOŽEN;4 let
VF1B56B0513042949;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1995-03-01;None UVOŽEN;54 let
WDB2020181F946936;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-02-01;None UVOŽEN;1 let
VF1L53Y0510440359;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-07-01;None UVOŽEN;49 let
4110037473;IMV ADRIA 450 Q;None;1;None;None;None;/ kW;/ ccm;ni podatka;1985-05-01;1985-05-30 UVOŽEN;Fizična oseba 58 let
VF1B57B0510781523;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;None UVOŽEN;41 let
JHMEG86500S114761;HONDA CIVIC / 1.5 LSI SEDAN;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;1994-04-07 UVOŽEN;Fizična oseba 47 let
WDB2030061A028085;MERCEDES-BENZ None;None;1;None;None;None;/ kW;/ ccm;ni podatka;2000-07-01;None UVOŽEN;42 let
465816;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ6NZVW219842;VOLKSWAGEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1997-05-01;None UVOŽEN;32 let
WVWZZZ31ZLE214776;VOLKSWAGEN None;None;5;None;None;None;/ kW;/ ccm;ni podatka;1990-03-01;None UVOŽEN;37 let
VF7232B5215301920;CITROEN None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-03-01;None UVOŽEN;1 let
VF1BA0E0514523779;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-04-01;None UVOŽEN;24 let
WVWZZZ31ZMB310045;VOLKSWAGEN None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-05-01;None UVOŽEN;24 let
WAUZZZ4BZXN008002;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-10-01;None UVOŽEN;1 let
VF1F40RP514715868;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-05-01;None UVOŽEN;1 let
WAUZZZ4AZTN079502;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1996-06-01;None UVOŽEN;52 let
VF1CB0A0F18642087;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1998-08-01;None UVOŽEN;28 let
VF1L53A0511522772;RENAULT None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-04-01;None UVOŽEN;43 let
W0L000023R1133627;OPEL None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1999-04-01;None UVOŽEN;29 let
ZAR16700000012698;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1L53A0509856279;RENAULT None;None;3;None;None;None;/ kW;/ ccm;ni podatka;1993-09-01;None UVOŽEN;37 let
WBACA31070FB80343;BMW None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1993-08-01;None UVOŽEN;31 let
VF1B5660E16255966;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WAUZZZ8LZXA060399;AUDI None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-05-01;None UVOŽEN;1 let
VF1557K0F17050519;RENAULT None;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-10-01;None UVOŽEN;25 let
