"ZNAMKA", "TIP", "REGISTRSKA", "ŠASIJA", "BARVA", "DATUM ODVZEMA"
"TOMOS", "", "", "570436", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "053512", "KOVINSKI - MODRA", "07.04.2017"
"PIAGGIO", "", "", "178508", "KOVINSKI - ZELENA", "07.04.2017"
"PIAGGIO", "", "LJK1402", "NN", "NAVADEN - MODRA", "07.04.2017"
"SOLEX", "", "", "TRHS3800CMYA17464", "SREBRNA", "07.04.2017"
"PIAGGIO", "", "", "119102", "NAVADEN - BELA", "07.04.2017"
"SOLEX", "", "", "7259/96", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "854137", "KOVINSKI - RJAVA", "07.04.2017"
"SOLEX", "", "", "TRHS3800CMYA17052", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "CZENT/2497766", "KOVINSKI - MODRA", "07.04.2017"
"TOMOS", "", "", "073120", "KOVINSKI - ČRNA", "07.04.2017"
"TOMOS", "", "", "385175", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "794227", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "A356DA05", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "467150", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "190722", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "644541", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "4500385", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "460950", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "040844", "NAVADEN - ČRNA", "07.04.2017"
"OSTALO", "", "", "174532", "KOVINSKI - VIJOLIČNA", "07.04.2017"
"TOMOS", "", "", "457399", "NAVADEN - RDEČA", "07.04.2017"
"SOLEX", "", "", "006914/96", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24BAC00415308", "KOVINSKI - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00732384", "NAVADEN - ČRNA", "07.04.2017"
"SOLEX", "", "", "007793/96", "NAVADEN - ČRNA", "07.04.2017"
"YAMAHA", "", "", "4BC-061373", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "638108", "NAVADEN - BELA", "07.04.2017"
"OSTALO", "", "", "006923", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "DGM 188420M", "NAVADEN - MODRA", "07.04.2017"
"MALAGUTI", "", "", "48153-5", "NAVADEN - SIVA", "07.04.2017"
"OSTALO", "", "", "654936", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "258887", "NAVADEN - ZELENA", "07.04.2017"
"TOMOS", "", "", "008217", "NAVADEN - BELA", "07.04.2017"
"UNIS", "", "", "076184", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0500008806", "NAVADEN - RDEČA", "07.04.2017"
"SOLEX", "", "", "TRHS3800CXA013432", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "463501", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00413855", "SREBRNA", "07.04.2017"
"TOMOS", "", "", "327346", "NAVADEN - SIVA", "07.04.2017"
"SOLEX", "", "", "TRHS3800CMYA16938", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "466950", "NAVADEN - RJAVA", "07.04.2017"
"TOMOS", "", "", "221A24DAE1838319", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "420259.", "KOVINSKI - SIVA", "07.04.2017"
"TOMOS", "", "", "027228.", "NAVADEN - VIJOLIČNA", "07.04.2017"
"MALAGUTI", "", "", "ZJM440000", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "1T2387717", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "262960", "NAVADEN - ZELENA", "07.04.2017"
"TOMOS", "", "", "74401", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "004307", "NAVADEN - ČRNA", "07.04.2017"
"PEUGEOT", "", "", "VGAS1B00B00022625", "NAVADEN - RUMENA", "07.04.2017"
"SOLEX", "", "", "007194/96", "NAVADEN - ČRNA", "07.04.2017"
"MALAGUTI", "", "", "09457", "NAVADEN - BELA", "07.04.2017"
"GILERA", "", "", "ZAPC1300003078697", "NAVADEN - ČRNA", "07.04.2017"
"MALAGUTI", "", "", "JM2G36324DGM52628", "KOVINSKI - ČRNA", "07.04.2017"
"TOMOS", "", "", "367461", "NAVADEN - RJAVA", "07.04.2017"
"ROG", "", "", "031191", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "964286", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "ZAPC 130000-00009348", "NAVADEN - ČRNA", "07.04.2017"
"SOLEX", "", "", "006840/96", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "918190", "NAVADEN - RDEČA", "07.04.2017"
"APRILIA", "", "", "ZD4RLB1001SAA0979", "NAVADEN - RDEČA", "07.04.2017"
"PEUGEOT", "", "", "VGAS1B0KB00025191", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "428157", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAE01838403", "KOVINSKI - ČRNA", "07.04.2017"
"ROG", "", "", "010113640004", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "01272", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "ZAPC2200000032307", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T / 01013739", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "053507", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "2303984", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "352619", "NAVADEN - ZELENA", "07.04.2017"
"TOMOS", "", "", "460667", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "DGM535406M", "NAVADEN - SIVA", "07.04.2017"
"TOMOS", "", "", "010184", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "471356", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAC00521964", "KOVINSKI - MODRA", "07.04.2017"
"TOMOS", "", "", "561551", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "867210", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "102303", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "001286", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "2260004", "KOVINSKI - BELA", "07.04.2017"
"TOMOS", "", "", "918435", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "541790", "NAVADEN - RUMENA", "07.04.2017"
"TOMOS", "", "", "470944", "NAVADEN - RUMENA", "07.04.2017"
"PIAGGIO", "", "", "1679937", "NAVADEN - ČRNA", "07.04.2017"
"HONDA", "", "", "AE01E12022091", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00412331", "KOVINSKI - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "0005222 C.P.N1 8D140101", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "21981", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "531661", "NAVADEN - SIVA", "07.04.2017"
"SOLEX", "", "", "006821/96", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "456656", "NAVADEN - ZELENA", "07.04.2017"
"TOMOS", "", "", "962390", "NAVADEN - ZELENA", "07.04.2017"
"TOMOS", "", "", "15314", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "668244", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "796380", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "995116", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "NRGMC2", "NAVADEN - MODRA", "07.04.2017"
"SOLEX", "", "", "5077372", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "826917", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "001504", "NAVADEN - ČRNA", "07.04.2017"
"VELOSOLEX", "", "", "5111342", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "040092", "KOVINSKI - SIVA", "07.04.2017"
"TOMOS", "", "", "074354", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "420873", "KOVINSKI - MODRA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00307059", "NAVADEN - RDEČA", "07.04.2017"
"ROG", "", "", "011854", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "A34DAA", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "LJD2086", "NN", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "LJL3531", "NN", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "PI000029397", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "379595", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "847110", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00410911", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "034658", "KOVINSKI - SIVA", "07.04.2017"
"TOMOS", "", "", "00307059", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "450871", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "396074", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "392988", "SREBRNA", "07.04.2017"
"TOMOS", "", "", "506197", "SREBRNA", "07.04.2017"
"TOMOS", "", "", "215464", "NAVADEN - RJAVA", "07.04.2017"
"TOMOS", "", "", "1979", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "TEC1T0239872", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "531794", "NAVADEN - RJAVA", "07.04.2017"
"TOMOS", "", "", "514503", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "576478", "SREBRNA", "07.04.2017"
"TOMOS", "", "", "524563", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "319433", "KOVINSKI - RJAVA", "07.04.2017"
"PIAGGIO", "", "", "0346200", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "450135", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "C7E4T*209220", "KOVINSKI - ZELENA", "07.04.2017"
"TOMOS", "", "", "ZZ1S139D6BACO9207", "NAVADEN - ČRNA", "07.04.2017"
"TAURIS", "", "", "LJLTABH1483M00031", "KOVINSKA KREM BEŽ DRAP", "07.04.2017"
"PIAGGIO", "", "", "2APC53384444001", "NAVADEN - MODRA", "07.04.2017"
"VOLKSWAGEN", "GOLF", "MSU1004", "WVWZZZ1KZ7P061003", "KOVINSKI - SIVA", "07.04.2017"
"JONWAY", "", "", "L8Y9Y02C0EY402724", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "1731267", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00A54493", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "2418255", "KOVINSKI - MODRA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0000026906", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25DO900027407", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "OM19800EST19801", "NAVADEN - MODRA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00E74972", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "ZAPC1100000011508", "KOVINSKI - RDEČA", "07.04.2017"
"OSTALO", "", "", "WHGS200033TL00896", "SREBRNA", "07.04.2017"
"PIAGGIO", "", "", "RP8C52200EV002300", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0X00027402", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "ICM53210M", "NAVADEN - ČRNA", "07.04.2017"
"PUCH", "", "", "9588445", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "632886", "NAVADEN - MODRA", "07.04.2017"
"OSTALO", "", "", "L82TAAPC2F1203", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00C69936", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "172621", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "M198000M07E2T*0434302", "NAVADEN - RUMENA", "07.04.2017"
"PIAGGIO", "", "", "BR01DGM47761S", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00837915", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "042894", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "IGM5321 OM 7E1T 190516", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "NIC7E1*154*177", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "2352716", "NAVADEN - ZELENA", "07.04.2017"
"YIYING", "", "", "LD5YY31CBEE000053", "NAVADEN - ČRNA", "07.04.2017"
"ROG", "", "", "163057", "KOVINSKI - RJAVA", "07.04.2017"
"PIAGGIO", "", "", "TGM 53210T C7E112352714", "NAVADEN - ZELENA", "07.04.2017"
"PIAGGIO", "", "", "C7E4T024291", "NAVADEN - MODRA", "07.04.2017"
"OSTALO", "", "", "19800MC7E4T*021089", "NAVADEN - BELA", "07.04.2017"
"PUCH", "", "", "8391543E50", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "NSPT10036447", "KOVINSKI - MODRA", "07.04.2017"
"PIAGGIO", "", "", "SI4M210830", "KOVINSKI - ČRNA", "07.04.2017"
"TOMOS", "", "", "196072", "KOVINSKI - ORANŽNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A240AA00A56601", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "C7E4T846742", "NAVADEN - MODRA", "07.04.2017"
"HONDA", "", "", "ZDCJC22BOXF222759", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00411753", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A34BAE00D71149", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "WWE16110226", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "C000755G011", "NAVADEN - BELA", "07.04.2017"
"OSTALO", "", "", "JX08020459", "SREBRNA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0100009323", "KOVINSKI - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T0337729", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00F76789", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00308581", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "0188767", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "C7ERT0111511", "KOVINSKI - MODRA", "07.04.2017"
"BAOTIAN", "", "", "L82TCAPM6D1001149", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T0275475", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "CE2142112863BZ1", "NAVADEN - BELA", "07.04.2017"
"YIYING", "", "", "LD5YY31CBEE000011", "KOVINSKI - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A26DAF00523441", "KOVINSKI - ČRNA", "07.04.2017"
"YIYING", "", "", "LD5YY31CBEA000062", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T0242624", "NAVADEN - ČRNA", "07.04.2017"
"VELOSOLEX", "", "", "3887969", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "221A24DAE01A54078", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00F77945", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "A022906", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "C7V4T", "NAVADEN - RDEČA", "07.04.2017"
"OSTALO", "", "", "RTFJR45AX3L551451", "NAVADEN - SIVA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00410893", "SREBRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00732073", "KOVINSKI - SIVA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T055596", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "30686", "NAVADEN - RDEČA", "07.04.2017"
"OSTALO", "", "", "WOW00716HH0213T", "KOVINSKI - ČRNA", "07.04.2017"
"BAOTIAN", "", "", "L82TCAPC391E00845", "KOVINSKI - ORANŽNA", "07.04.2017"
"PIAGGIO", "", "", "101347", "NAVADEN - ČRNA", "07.04.2017"
"JONWAY", "", "", "L8YGY02C7EY402719", "KOVINSKI - BELA", "07.04.2017"
"TOMOS", "", "", "ID ZZ1AZDAA00626648", "NAVADEN - RDEČA", "07.04.2017"
"ZONGSHEN", "", "", "LBMC25D0900009733", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "041729 N12WC40209", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0X00005934", "KOVINSKI - SIVA", "07.04.2017"
"PIAGGIO", "", "", "122860", "KOVINSKI - ZELENA", "07.04.2017"
"PIAGGIO", "", "", "181259", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "DGM53222EST01OM", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "876803", "NAVADEN - MODRA", "07.04.2017"
"BAOTIAN", "", "", "L82TAAPC4D1000336", "NAVADEN - BELA", "07.04.2017"
"ROG", "", "", "100693", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "C7EGT//1349130M19800", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "OM19800DEL9/10/79ALI C7E2", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "DGM356718", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00945214", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "C7E1T2327405", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00202284", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0400031946", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0000028817", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "278568", "NAVADEN - SIVA", "07.04.2017"
"JONWAY", "", "", "L8YGY02C7EY402719", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T 0257931", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "179814", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "DLEFTN46M096641K", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "1059667", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T/63447", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "0153118", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAC00521914", "NAVADEN - RDEČA", "07.04.2017"
"JONWAY", "", "", "ZJKAA05F07Y01493", "KOVINSKI - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "0125477", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "0262181", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0900029139", "KOVINSKI - ČRNA", "07.04.2017"
"VELOSOLEX", "", "", "5111331", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "LBMC2500300026558", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "0170928", "KOVINSKI - RDEČA", "07.04.2017"
"BAOTIAN", "", "", "L82TCAPMXD1000795", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0100031516", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "069786", "NAVADEN - BELA", "07.04.2017"
"OSTALO", "", "", "LZXXCAL1780241932", "NAVADEN - RDEČA", "07.04.2017"
"TAURIS", "", "", "LJLTABH13E3E01718", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "C7E4T099815", "NAVADEN - MODRA", "07.04.2017"
"OSTALO", "", "", "LZXXCALIX80242802", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0100036408", "NAVADEN - ČRNA", "07.04.2017"
"BAOTIAN", "", "", "LJLTCBHA4E3D00195", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "OM198000ST19801", "NAVADEN - BELA", "07.04.2017"
"OSTALO", "", "", "LRZTB650690000055", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "EEM2T80564", "NAVADEN - RJAVA", "07.04.2017"
"PIAGGIO", "", "", "208510", "NAVADEN - VIJOLIČNA", "07.04.2017"
"PIAGGIO", "", "", "238822", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "LBMV25D04000112184", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0400019893", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "ZAPPC3120001002513", "KOVINSKI - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0000013265", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "025115", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "ZAPC0300000011072", "KOVINSKI - MODRA", "07.04.2017"
"PIAGGIO", "", "", "067317", "NAVADEN - MODRA", "07.04.2017"
"ROG", "", "", "158499", "KOVINSKI - MODRA", "07.04.2017"
"TOMOS", "", "", "ZZA26DAC00731282", "KOVINSKI - RJAVA", "07.04.2017"
"PIAGGIO", "", "", "C7E2RT-044162", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0900026435", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A25DAA00410495", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "ZAPC0500000009900", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "ZAPG03000", "KOVINSKI - ZELENA", "07.04.2017"
"BAOTIAN", "", "", "L82TCAPM6B1007840", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A26DAF00523953", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "SSL1T0120410", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "OM 19800EST22097 C", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAE01838415", "NAVADEN - ČRNA", "07.04.2017"
"BAOTIAN", "", "", "L82TCAPM2B1007821", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "029979", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "DGM19800DM", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "SIM3T12490", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00F75973", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "065090", "KOVINSKI - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00F75985", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D04000112184", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "025279", "NAVADEN - ZELENA", "07.04.2017"
"TAURIS", "", "", "LJLTABH14E3481132", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T047182", "KOVINSKI - SIVA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00B63563", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "LBMC25D0000027344", "KOVINSKI - BELA", "07.04.2017"
"PIAGGIO", "", "", "025339", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A26DAF00B67016", "NAVADEN - ČRNA", "07.04.2017"
"PIAGGIO", "", "", "0040790", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "1002371", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "382008", "NAVADEN - RDEČA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00E74974", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "OM53222", "NAVADEN - ZELENA", "07.04.2017"
"PIAGGIO", "", "", "SSP2T3021014", "NAVADEN - ZELENA", "07.04.2017"
"PIAGGIO", "", "", "C7EIT819848", "NAVADEN - ORANŽNA", "07.04.2017"
"PIAGGIO", "", "", "0505617", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "581948", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "LMBC25D05000028764", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "SIM1T*186071*", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "278392", "NAVADEN - SIVA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00E72722", "KOVINSKI - ČRNA", "07.04.2017"
"TOMOS", "", "", "388246", "NAVADEN - MODRA", "07.04.2017"
"PIAGGIO", "", "", "CXV1T 41875", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "C7E4T/068668", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "059560", "NAVADEN - VIJOLIČNA", "07.04.2017"
"PIAGGIO", "", "", "0472885", "NAVADEN - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "043460", "NAVADEN - MODRA", "07.04.2017"
"OSTALO", "", "", "L6APCBL466A000095", "KOVINSKI - SIVA", "07.04.2017"
"PIAGGIO", "", "", "310726", "NAVADEN - SIVA", "07.04.2017"
"PIAGGIO", "", "", "510782", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAA00413832", "KOVINSKI - SIVA", "07.04.2017"
"TOMOS", "", "", "ZZ1A26DAF00625667", "NAVADEN - ORANŽNA", "07.04.2017"
"PIAGGIO", "", "", "E1T121060", "NAVADEN - RDEČA", "07.04.2017"
"SWM", "", "", "LXMAE05WXFX168524", "KOVINSKI - ČRNA", "07.04.2017"
"BAOTIAN", "", "", "L82TCQAPM9B1007825", "NAVADEN - BELA", "07.04.2017"
"PIAGGIO", "", "", "C002319RA08", "NAVADEN - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A24DAC00F76639", "NAVADEN - ZELENA", "07.04.2017"
"PIAGGIO", "", "", "C7E2T-0180330", "KOVINSKI - RDEČA", "07.04.2017"
"PIAGGIO", "", "", "187228", "KOVINSKA KREM BEŽ DRAP", "07.04.2017"
"SWM", "", "", "LXMAE05WXEX135522", "KOVINSKI - BELA", "07.04.2017"
"TOMOS", "", "", "ZZ1A26DAF00B67018", "NAVADEN - ČRNA", "07.04.2017"
"TOMOS", "", "", "ZZ1A250AA00308547", "NAVADEN - ČRNA", "07.04.2017"
